P2P,"Go until jurong point, crazy.. Available only in bugis n great world la e buffet... Cine there got amore wat..."
P2P,Ok lar... Joking wif u oni...
P2P,U dun say so early hor... U c already then say...
P2P,"Nah I don't think he goes to usf, he lives around here though"
P2P,Even my brother is not like to speak with me. They treat me like aids patent.
P2P,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
P2P,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today."
P2P,I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.
P2P,I HAVE A DATE ON SUNDAY WITH WILL!!
P2P,Oh k...i'm watching here:)
P2P,Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.
P2P,Is that seriously how you spell his name?
P2P,I‘m going to try for 2 months ha ha only joking
P2P,So ü pay first lar... Then when is da stock comin...
P2P,Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?
P2P,Ffffffffff. Alright no way I can meet up with you sooner?
P2P,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol
P2P,Lol your always so convincing.
P2P,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?
P2P,"I'm back &amp; we're packing the car now, I'll let you know if there's room"
P2P,Ahhh. Work. I vaguely remember that! What does it feel like? Lol
P2P,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us"
P2P,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? 
P2P,K tell me anything about you.
P2P,For fear of fainting with the of all that housework you just did? Quick have a cuppa
P2P,Yup... Ok i go home look at the timings then i msg ü again... Xuhui going to learn on 2nd may too but her lesson is at 8am
P2P,"Oops, I'll let you know when my roommate's done"
P2P,I see the letter B on my car
P2P,Anything lor... U decide...
P2P,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!
P2P,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola
P2P,"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy"
P2P,WHO ARE YOU SEEING?
P2P,Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...
P2P,No calls..messages..missed calls
P2P,Didn't you get hep b immunisation in nigeria.
P2P,"Fair enough, anything going on?"
P2P,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit"
P2P,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.
P2P,What you thinked about me. First time you saw me in class.
P2P,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;"
P2P,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight
P2P,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about  the cave . I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing."
P2P,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;
P2P,"Sorry, I'll call later in meeting."
P2P,Tell where you reached
P2P,Yes..gauti and sehwag out of odi series.
P2P,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.
P2P,Ha ha ha good joke. Girls are situation seekers.
P2P,Its a part of checking IQ
P2P,"Sorry my roommates took forever, it ok if I come by now?"
P2P,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.
P2P,Today is  song dedicated day..  Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...
P2P,I plane to give on this month end.
P2P,Wah lucky man... Then can save money... Hee...
P2P,Finished class where are you.
P2P,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX
P2P,K..k:)where are you?how did you performed?
P2P,U can call me now...
P2P,I am waiting machan. Call me once you free.
P2P,Thats cool. i am a gentleman and will treat you with dignity and respect.
P2P,I like you peoples very much:) but am very shy pa.
P2P,Does not operate after  &lt;#&gt;  or what
P2P,Its not the same here. Still looking for a job. How much do Ta's earn there.
P2P,"Sorry, I'll call later"
P2P,K. Did you call me just now ah? 
P2P,Ok i am on the way to home hi hi
P2P,You will be in the place of that man
P2P,Yup next stop.
P2P,"I call you later, don't have network. If urgnt, sms me."
P2P,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.
P2P,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.
P2P,I'm really not up to it still tonight babe
P2P,"Ela kano.,il download, come wen ur free.."
P2P,Yeah do! Don‘t stand to close tho- you‘ll catch something!
P2P,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. 
P2P,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
P2P,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?
P2P,Watching telugu movie..wat abt u?
P2P,i see. When we finish we have loads of loans to pay
P2P,Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u? 
P2P,I see a cup of coffee animation
P2P,Please don't text me anymore. I have nothing else to say.
P2P,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx
P2P,I'm still looking for a car to buy. And have not gone 4the driving test yet.
P2P,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
P2P,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston."
P2P,Umma my life and vava umma love you lot dear
P2P,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.
P2P,"Aight, I'll hit you up when I get some cash"
P2P,How would my ip address test that considering my computer isn't a minecraft server
P2P,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...
P2P,Dont worry. I guess he's busy.
P2P,What is the plural of the noun research?
P2P,Going for dinner.msg you after.
P2P,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.
P2P,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?"
P2P,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
P2P,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! 
P2P,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.
P2P,here is my new address -apples&pairs&all that malarky
P2P,I am going to sao mu today. Will be done only at 12 
P2P,Ü predict wat time ü'll finish buying?
P2P,"Good stuff, will do."
P2P,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise."
P2P,Are you there in room.
P2P,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx
P2P,K..k:)how much does it cost?
P2P,I'm home.
P2P,"Dear, will call Tmorrow.pls accomodate."
P2P,First answer my question.
P2P,I only haf msn. It's yijue@hotmail.com
P2P,He is there. You call and meet him
P2P,No no. I will check all rooms befor activities
P2P,Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...
P2P,"K, text me when you're on the way"
P2P,"Sir, Waiting for your mail."
P2P,A swt thought:  Nver get tired of doing little things 4 lovable persons..  Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8
P2P,I know you are. Can you pls open the back?
P2P,Yes see ya not on the dot
P2P,Whats the staff name who is taking class for us?
P2P,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.
P2P,K..i deleted my contact that why?
P2P,Sindu got job in birla soft ..
P2P,The wine is flowing and i'm i have nevering..
P2P,Yup i thk cine is better cos no need 2 go down 2 plaza mah.
P2P,Ok... Ur typical reply...
P2P,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
P2P,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one."
P2P,Aaooooright are you at work?
P2P,I'm leaving my house now...
P2P,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?"
P2P,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life
P2P,New car and house for my parents.:)i have only new job in hand:)
P2P,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.
P2P,I place all ur points on e cultures module already.
P2P,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?"
P2P,Great escape. I fancy the bridge but needs her lager. See you tomo 
P2P,Yes :)it completely in out of form:)clark also utter waste.
P2P,"Sir, I need AXIS BANK account no and bank address."
