ham, Congratulations Miss Grace Mensah.. You have been sort listed for an interview at our parent office at Takoradi Israel .. Date for your interview is M
ham, Congratulations on your first call of the Day!Enjoy Free Onnet and Xnet Calls till 6pm Today.Kindly dial *504# to check your bonus.
ham, Congratulations on your first call of the Day!Enjoy Free Tigo to Tigo calls till 11:59:59pm Today.
ham, Congratulations! Dr. & Mrs. Otabil and the entire ICGC Christ Temple family wish you a Happy Birthday! May God's blessings abound to you and may His Power overshadow you this year!
ham," Congratulations,You've received 0.200 GHC Double Value bonus valid until 2019-07-29.. Dial *504# to check your bonus ."
ham," Congratulations,You've received 0.200 GHC Tribe Connect Bonus valid until 2019-07-29.. Dial *504# to check your bonus ."
ham," Congratulations,You've received 1.600 GHC Default Bundle Tariff Plan valid until 2019-07-29.. Dial *504# to check your bonus ."
ham," Congratulations,You've received 1.600 GHC Double Value bonus valid until 2019-07-29.. Dial *504# to check your bonus ."
ham," Congratulations,You've received 1.720 GHC Default Bundle Tariff Plan valid until 2019-07-29.. Dial *504# to check your bonus ."
ham," Congratulations,You've received 1.800 GHC Default Bundle Tariff Plan valid until 2019-07-29.. Dial *504# to check your bonus ."
ham," Congratulations,You've received 20.000 GHC Bonus_ valid until 2019-07-29.. Dial *504# to check your bonus ."
ham," Congratulations,You've received 20.000 GHC Bonus_ valid until 2019-07-29.100.00 MB free valid until 2019-07-29.. Dial *504# to check your bonus ."
ham," Debit Alert GHS 2,243.25 has been debited from your a/c 0061******022 on 23 JUL 2019(13:58:19). Narr. : B/O LUCKY BAZAAR. Avail. Bal. : 106,070.56."
ham, GHS 20.00 transaction was made on card ending 9601 at EXPRESSPAY GHANA LTD ACCRA GH on 2019-07-22
ham, Kindly pay your loan arrears of GHS 500.00 (Penalty Inclusive) due on 22-07-2019 to avoid sending your details to the Credit Bureau and improve your chances of a new loan.
ham, LAST HOURS! You have less than 24 hours to WIN BIG in Agoro Ne Fom! Dial *987# to play with just GHc 2.00 You are CLOSER to WIN BIG TODAY!
ham," Top-up: CR: GHS 3,098.25 Acct: First National Bank Ghana By: JAsante Amt: 3,098.25 Paid: 3,098.25 Bank: Zenith -Hubtel Limited Bal: -17,000.00 To authorize reply ""OK 491379""."
ham," Top-up: CR: GHS 30,000.00 Acct: FIRST ATLANTIC BANK LIMITED By: Godwin Amt: 30,000.00 Paid: 30,000.00 Bank: First Atlantic Bank Bal: -152,073.00 To authorize reply ""OK 491377""."
ham, Your loan repayment of GHS 500.00 is due on 25-07-2019. Pay on time to improve your chances of another loan.
ham,A BRAND SANITARY PAD PER INV NO HYB19GH568 on 23-Jul-19. Your Available Balance is GHS 500252.84
ham,"A reserved purchase of GHS 194.08, AccNr XX4818 has been completed via  POS OM NOM NOM LIM on 21/07/19 12:19:30. Helpline:+ 233 302 815 789"
ham,"Alert!!!. A sum of GHS1,000.00 has been credited to your acct 027******1016 on the 23 JUL 2019 at WINNEBA BRANCH - 027 by BO 152235 LUCKY HERBAL ENTERPRISEIFO 152235 RADIO PEACE DEVELOPMENT. Your Available Balance is GHS1056.21."
ham,Alert!!!. A sum of GHS500.00 has been debited to your acct 027******3017 on the 22 JUL 2019 at  WINNEBA BRANCH - 027 by VISA ATM CASHWDL - WINNEBA SOUTH CA0200:01:297748:920308782464:9364117400000831028:2019072204594327020001:O08978. Your Available Balance is GHS51.26.
ham,ATM Heartbeat Not Received on ATM GH0005. Date 07/22/19 04:08. See Incident ID 7234146
ham,Att: EMMANUEL NUAKOH Terminal: 10000127 Fault ID: 13716543 T'di harbour Branch 2 ATM Heartbeat Not Received T'di harbour Branch 2 HBDEAD 07/22/19 06:23
ham,"CCRA GH. Your current balance is GHS377.41.  To save you time, download your Fidelity mobile App at http://goo.gl/AtQHAu or dial *776# for your banking needs."
ham,"Congrats. Your subscription request for the Jokes service has been successful. To cancel the subscription, dial *380*1922# and follow the prompts"
ham,"Congratulations AARON, You have been admitted to UCC for 2019/2020 academic year. Please visit https://admissionlist.ucc.edu.gh  to print your admission"
ham,"Congratulations Ayishatu Sadiq. Your Quick Save account 7014*******18 has been successfully opened. Dial *777#  to start transacting now, visit a Quick Agent or call 0307020707 for assistance.   Ref. ID 369158"
ham,Congratulations Bro.. for successfully completing level 300... I'm happy for you. God is faithful
ham,"Congratulations Isaac Boakye, your PIN has been successfully created."
ham,"Congratulations MONICA  HAGAN, your PIN has been successfully created.   Ref. ID 376893"
ham,"Congratulations on taking the third position in the quiz. keep it up.if u are wondering why I'm still awake by this time, it's because I can't sleep.and"
ham,Congratulations on your first call of the Day!Enjoy Free Onnet and Xnet Calls till 6pm Today.Kindly dial *504# to check your bonus.
ham,Congratulations!  Dr. & Mrs. Otabil and the entire ICGC Christ Temple family wish you a Happy Birthday! May God's blessings abound to you and may His Pow
ham,Congratulations! Dr. & Mrs. Otabil and the entire ICGC Christ Temple family wish you a Happy Birthday! May God's blessings abound to you and may His Pow
ham,Congratulations! You have activated the TWIN SIM Offer. You can enjoy FREE calls to 233577830401 for the rest of the year! Dial 100 for more info.
ham,"Congratulations,You've received 0.200 GHC Default Bundle Tariff Plan  valid until 2019-07-29.. Dial *504# to check your bonus "
ham,"Congratulations,You've received 0.200 GHC Default Bundle Tariff Plan valid until 2019-07-29.. Dial *504# to check your bonus ."
ham,"Congratulations,You've received 0.200 GHC Tribe Connect Bonus  valid until 2019-07-29.. Dial *504# to check your bonus ."
ham,"Congratulations,You've received 1.560 GHC Default Bundle Tariff Plan valid until 2019-07-29.. Dial *504# to check your bonus ."
ham,"Congratulations,You've received 10.000 GHC Bonus_  valid until 2019-07-30.. Dial *504# to check your bonus ."
ham,"Congratulations,You've received 2.000 GHC Bonus_  valid until 2019-07-30.100.00 MB free  valid until 2019-07-30.. Dial *504# to check your bonus ."
ham,"Congratulations,You've received 4.000 GHC bonus  valid until 2019-07-30.. Dial *504# to check your bonus ."
ham,"Congratulations,You've received 4.000 GHC Bonus_  valid until 2019-07-30.100.00 MB free  valid until 2019-07-30.. Dial *504# to check your bonus ."
ham,"Congratulations,You've received 50.00 MB free data  valid until 2019-07-30.1.000 GHC Free Airtime  valid until 2019-07-30.. Dial *504# to check your bonus ."
ham,"Dear AFELI KWAKU AYIM,  Txn: Airtime Top Up,  Amt: GHS5.0,  Acct: 2030xxxxxxx16, Date: 22-07-2019 05:32:27.,  Current bal: GHS1.96."
ham,"Dear AGNES NSOR ANABA, there has been a Credit transaction on your account 2030xxxxxxx19 of GHS900.0 at 22-07-2019 05:44:28. Your current balance is GHS920.48."
ham,"Dear BEDIAKO   You have been admitted to pursue   HND Agro Enterprise Development.  Log onto admissions.htu.edu.gh/applicant using your HTU20197640 to print your admission letter.   Congratulations  Applicants who have difficulties in printing their admission letters should hold on until Tuesday July 23, 2019. The system will be opened for them to print their letters."
ham,"Dear Client, verification code for your account opening request is IRwk-954646. Call +233302740100 for any queries"
ham,Dear Customer your PIN has been reset to 1234. Please dial *110# to change the PIN. Thank you.
ham,"Dear Customer, Kindly be informed that due to an upgrade of our ATM systems, card PIN changes will be disabled both on our ATMs and in our branches from Tuesday 23rd July to Wednesday 24th July, 2019. The card PIN change service will be available from Thursday 25th July 2019. Any inconvenience caused is deeply regretted.  Prudential Bank, ...Your Trusted and Dependable Partner!!!"
ham,"Dear Customer, Kindly be informed that due to an upgrade of our ATM systems, card PIN changes will be disabled both on our ATMs and in our branches from Tuesday 23rd July to Wednesday 24th July, 2019. The card PIN change service will be available from Thursday 25th July 2019. Any inconvenience caused is deeply regretted.  Prudential Bank, ?Your Trusted and Dependable Partner!!!"
ham,"Dear Customer, kindly note that, you have used 50% of your data allocation on broadband account no.11799944.You can share data from your broadband to a Vodafone mobile number by dialling *900#, select 1, 3, and follow through the prompts to enjoy your broadband on the go."
ham,"Dear Customer, kindly note that, you have used 70% of your data allocation on broadband account no.18228831. For easy account management & payments, click https://myvodafone.vodafone.com.gh/ to register on the FBB Self-care portal now."
ham,"Dear Customer, you have received GHC0.01 from AirtelTigo Money as interest earned on your wallet for the period April to June 2019. Your new balance is GHC0.704."
ham,"Dear Customer, you have received GHC0.01 from AirtelTigo Money as interest earned on your wallet for the period April to June 2019. Your new balance is GHC1.2109."
ham,"Dear Customer, you have received GHC0.05 from AirtelTigo Money as interest earned on your wallet for the period April to June 2019. Your new balance is GHC4.55."
ham,"Dear Customer, you have received GHC0.11 from AirtelTigo Money as interest earned on your wallet for the period April to June 2019. Your new balance is GHC0.26."
